UF;Idade;Sexo;Cor;EstadoCivil;NotaCN;NotaCH;NotaLC;NotaMT;NotaRED;InstrPai;InstrMae;NPessoas;Renda;EscolaEM;TurnoEM
MA;18;F;PPI;Solteiro;452.1;538.1;427.6;366.3;380;Fundamental;A;3;1. Ate 1 SM;Somente Publica;B
MA;21;F;Não PPI;Solteiro;368.9;464.9;543.1;440;580;Fundamental;B;5;2. 1 a 3 SM;Somente Publica;A
MA;18;F;Não PPI;Solteiro;497.9;643.6;575.1;398.3;720;Não Informado;E;4;2. 1 a 3 SM;Somente Privada;A
MA;21;F;Não PPI;Solteiro;521.3;637;553.7;417.4;460;Fundamental;D;7;2. 1 a 3 SM;Somente Publica;B
MA;18;F;PPI;Solteiro;387.5;624.8;515.6;479.6;940;Fundamental;E;4;2. 1 a 3 SM;Somente Publica;A
MA;24;F;PPI;Solteiro;512.6;568.5;519.9;455.2;520;Não Informado;B;8;2. 1 a 3 SM;Somente Publica;C
MA;28;F;PPI;Solteiro;379;401;313.3;410.3;280;Fundamental;D;2;2. 1 a 3 SM;Somente Publica;B
MA;17;F;PPI;Solteiro;380.8;552.3;461.3;375.2;480;Fundamental;C;5;1. Ate 1 SM;Somente Publica;A
MA;26;F;PPI;Outro;514.6;577.7;524.2;383.1;500;Medio;E;3;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;508.6;579.4;534.3;543;720;Fundamental;G;2;3. 3 a 5 SM;Somente Privada;A
MA;16;M;PPI;Solteiro;510.3;571.9;547.4;430.2;640;Fundamental;E;3;1. Ate 1 SM;Somente Publica;A
MA;27;F;PPI;Solteiro;377.3;488.7;391.7;372.9;360;Não Informado;H;4;2. 1 a 3 SM;Publica/Privada;B
MA;25;F;PPI;Outro;517.8;520.8;459.5;432.9;560;Fundamental;A;3;1. Ate 1 SM;Somente Privada;C
MA;17;M;PPI;Solteiro;452.9;533.9;463.2;499.3;340;Medio;B;7;2. 1 a 3 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;566.5;580.9;492.1;523.8;300;Fundamental;D;4;2. 1 a 3 SM;Somente Publica;A
MA;21;F;Não PPI;Solteiro;415.5;598.2;518.3;399.6;800;Medio;E;3;4. 5 a 10 SM;Somente Publica;A
MA;24;M;PPI;Solteiro;371.9;384.6;427;327.8;160;Fundamental;E;7;2. 1 a 3 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;610.8;665.4;578.8;637.7;600;Fundamental;E;4;2. 1 a 3 SM;Somente Publica;A
MA;28;M;PPI;NA;448.2;595.6;530.9;532.3;400;Medio;B;10;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;488.7;521.8;406.9;396.9;460;Fundamental;D;6;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;412.3;575;532.7;454;580;Medio;E;5;1. Ate 1 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;542.1;698.4;605.4;573.8;680;Medio;E;4;3. 3 a 5 SM;Somente Publica;A
MA;31;M;PPI;Solteiro;503.6;568.5;543.5;749;640;Medio;E;5;3. 3 a 5 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;567;637.8;537.8;440.7;600;Fundamental;C;4;2. 1 a 3 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;479.3;631.4;537.5;458.9;640;Fundamental;D;5;2. 1 a 3 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;431.2;553.1;486.1;416.6;580;Não Informado;B;3;1. Ate 1 SM;Somente Publica;B
MA;26;M;Não PPI;Solteiro;568.1;663.7;608.1;564.6;780;Medio;G;2;2. 1 a 3 SM;Somente Privada;A
MA;27;F;PPI;NA;500.1;558.6;515.2;330.8;420;Fundamental;E;5;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;491.5;509.5;458.6;334.6;600;Fundamental;C;4;2. 1 a 3 SM;Somente Publica;A
MA;22;M;PPI;Solteiro;446.3;512.5;462.3;435.7;520;Fundamental;A;6;2. 1 a 3 SM;Somente Publica;A
MA;40;F;PPI;Outro;432.8;534.5;400.3;398.6;480;Fundamental;B;5;1. Ate 1 SM;Somente Publica;C
MA;20;F;PPI;Solteiro;422.2;573.8;405.8;484.1;620;Medio;E;6;3. 3 a 5 SM;Somente Publica;B
MA;18;F;PPI;Solteiro;567.6;630.5;558.9;485.6;620;Medio;G;6;2. 1 a 3 SM;Somente Privada;A
MA;16;M;Não PPI;Solteiro;416.2;510.7;495.1;412.3;500;Fundamental;E;7;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;436.5;562.1;459.3;435.2;440;Fundamental;C;3;1. Ate 1 SM;Somente Publica;A
MA;24;F;PPI;Solteiro;503.6;446.7;441.7;384.4;460;Fundamental;B;7;3. 3 a 5 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;494.1;639.2;599.1;603.1;740;Medio;B;4;3. 3 a 5 SM;Somente Publica;C
MA;18;F;Não PPI;Solteiro;402.4;564.9;510.5;458;600;Fundamental;C;4;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;527.5;637;571.1;543.8;680;Medio;F;4;5. 10 ou mais;Somente Publica;A
MA;27;F;PPI;Solteiro;462.6;605.8;549.9;391.3;660;Fundamental;B;3;2. 1 a 3 SM;Somente Publica;A
MA;23;M;PPI;Solteiro;405.9;400.5;369.9;403.6;540;Fundamental;E;1;1. Ate 1 SM;Somente Publica;B
MA;25;F;PPI;Solteiro;436.9;532.4;462.1;377.8;440;Fundamental;B;3;1. Ate 1 SM;Somente Publica;A
MA;19;F;Não PPI;Solteiro;433.1;459.9;376.9;458.4;380;Medio;E;5;4. 5 a 10 SM;Somente Publica;A
MA;17;M;PPI;NA;445.4;584.1;529.3;411.5;600;Fundamental;D;5;1. Ate 1 SM;Somente Publica;A
MA;50;M;Não PPI;Outro;486.8;627.1;490;463;480;Medio;B;4;1. Ate 1 SM;Somente Publica;B
MA;20;F;PPI;Solteiro;532.3;558.6;493.2;505.3;380;Fundamental;D;4;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;430.9;452.2;355.8;390.2;400;Fundamental;E;5;1. Ate 1 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;534.6;593.3;540.7;462.4;540;Medio;D;7;2. 1 a 3 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;473;527.1;424.5;463.3;360;Fundamental;C;4;2. 1 a 3 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;491.4;540.6;512.5;491.6;500;Fundamental;D;6;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;410.6;524.9;532.3;409.4;520;Não Informado;B;4;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;364.3;432;420.1;361.1;540;Fundamental;B;9;1. Ate 1 SM;Somente Publica;A
MA;20;M;Não PPI;Solteiro;585.2;722.4;660.7;429;620;Medio;D;5;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;404.9;534.2;486;336.6;560;Fundamental;C;6;1. Ate 1 SM;Somente Publica;A
MA;18;F;Não PPI;Solteiro;355.9;456.2;490.5;406.6;480;Medio;C;4;3. 3 a 5 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;561;495.9;534.9;529.2;640;Medio;E;4;1. Ate 1 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;494.1;520.9;495.4;327.2;560;Fundamental;D;4;1. Ate 1 SM;Somente Publica;A
MA;19;F;Não PPI;Solteiro;481.8;568.7;485.9;428.3;580;Medio;F;5;4. 5 a 10 SM;Somente Privada;A
MA;17;M;Não PPI;Solteiro;721.6;732.3;649.7;864.3;820;Medio;E;5;3. 3 a 5 SM;Somente Privada;B
MA;21;F;PPI;Solteiro;372.5;457.4;385.5;459.9;360;Fundamental;B;3;1. Ate 1 SM;Somente Publica;A
MA;22;M;PPI;NA;572.5;638.3;464.7;433;560;Fundamental;B;12;2. 1 a 3 SM;Somente Publica;A
MA;21;F;PPI;Outro;387.3;560;432.1;467.1;380;Não Informado;B;3;1. Ate 1 SM;Somente Publica;B
MA;19;F;PPI;Solteiro;366.9;410.2;343.5;325;520;Fundamental;A;11;1. Ate 1 SM;Somente Publica;B
MA;29;F;PPI;Outro;385.2;449.2;504.1;384.9;520;Fundamental;B;5;1. Ate 1 SM;Somente Publica;C
MA;19;F;Não PPI;Solteiro;350;477.6;409.5;413.6;720;Não Informado;H;2;2. 1 a 3 SM;Somente Privada;B
MA;22;M;PPI;Solteiro;363.1;574.3;448.9;557.6;540;Não Informado;C;5;2. 1 a 3 SM;Somente Publica;A
MA;21;M;PPI;Solteiro;378.9;383.7;447;422.4;240;Fundamental;B;1;2. 1 a 3 SM;Somente Publica;B
MA;21;F;PPI;Solteiro;476.4;581.5;537.9;507.2;600;Fundamental;B;5;1. Ate 1 SM;Somente Publica;A
MA;25;F;PPI;Solteiro;462.2;574.8;491.5;407.9;620;Fundamental;B;5;1. Ate 1 SM;Somente Publica;C
MA;45;F;Não PPI;Outro;361.2;485.7;463.6;327.3;480;Fundamental;B;3;1. Ate 1 SM;Somente Publica;C
MA;17;F;Não PPI;Solteiro;531;590;529;471.7;520;Fundamental;D;4;2. 1 a 3 SM;Somente Privada;A
MA;19;F;Não PPI;Solteiro;422.8;606.5;500.7;550.1;540;Medio;C;4;1. Ate 1 SM;Somente Publica;A
MA;28;F;PPI;Solteiro;428.1;576.9;508.9;429;400;Medio;E;3;3. 3 a 5 SM;Somente Privada;A
MA;20;F;PPI;Solteiro;474.3;555.7;439;403.4;420;Fundamental;D;3;1. Ate 1 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;404.3;548.9;489.5;363.1;520;Não Informado;C;6;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;451.9;454;507.9;328.9;360;Fundamental;D;6;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;531.8;598.7;531.8;477.7;660;Fundamental;E;3;2. 1 a 3 SM;Somente Publica;A
MA;31;M;PPI;Solteiro;407.7;438.6;487;333.4;400;Fundamental;E;4;1. Ate 1 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;467.4;621.6;575.1;464.1;820;Fundamental;C;5;2. 1 a 3 SM;Somente Publica;A
MA;26;F;PPI;Solteiro;418.8;617.4;490.3;440.2;580;Fundamental;C;5;2. 1 a 3 SM;Somente Publica;A
MA;39;F;PPI;Solteiro;482.9;556.6;538.3;430.6;440;Não Informado;B;4;1. Ate 1 SM;Somente Publica;C
MA;16;M;PPI;Solteiro;400.8;528.5;352.9;396.2;640;Medio;D;4;1. Ate 1 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;378.6;412.8;482.9;398.8;340;Fundamental;D;6;2. 1 a 3 SM;Somente Publica;A
MA;25;M;PPI;Solteiro;570.6;619.7;492;424.9;700;Fundamental;B;5;2. 1 a 3 SM;Somente Publica;A
MA;17;F;Não PPI;Solteiro;486;408.2;335.8;356.8;480;Fundamental;F;4;2. 1 a 3 SM;Somente Publica;A
MA;25;M;PPI;Solteiro;529.9;621.2;540;416.6;560;Medio;E;4;2. 1 a 3 SM;Publica/Privada;A
MA;30;F;PPI;NA;469.5;592.2;566.7;429.3;680;Não Informado;E;5;1. Ate 1 SM;Somente Publica;A
MA;27;F;PPI;NA;404.1;611.7;592.4;389.1;780;Medio;E;6;3. 3 a 5 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;368.5;529.6;334.8;334.3;580;Fundamental;E;3;1. Ate 1 SM;Somente Publica;C
MA;21;M;PPI;Solteiro;436.9;591;391;536.1;540;Medio;D;4;2. 1 a 3 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;464.3;581.4;492.8;486.1;540;Não Informado;D;3;1. Ate 1 SM;Somente Publica;A
MA;17;M;Não PPI;Solteiro;430.5;585.4;540.1;501.3;700;Medio;F;2;3. 3 a 5 SM;Somente Privada;A
MA;18;F;PPI;Solteiro;583.1;643.5;598.7;552.1;800;Medio;F;5;3. 3 a 5 SM;Somente Privada;A
MA;23;M;PPI;Solteiro;617.8;600.6;524.1;641.6;680;Medio;F;3;2. 1 a 3 SM;Somente Publica;A
MA;22;M;PPI;Solteiro;381.8;422.9;473.7;379;400;Fundamental;C;4;2. 1 a 3 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;443.5;480.9;541.2;451.5;680;Medio;F;3;1. Ate 1 SM;Somente Publica;A
MA;18;M;Não Informado;Solteiro;475.8;528;490.3;364.7;520;Fundamental;A;3;1. Ate 1 SM;Somente Publica;A
MA;25;F;PPI;Solteiro;462.4;470.1;505.8;360.4;560;Não Informado;D;2;2. 1 a 3 SM;Somente Publica;A
MA;33;F;PPI;Solteiro;434.7;419.8;366.8;334.6;380;Fundamental;B;4;1. Ate 1 SM;Somente Publica;C
MA;18;F;PPI;Solteiro;425.7;544;421;358.1;460;Fundamental;E;3;2. 1 a 3 SM;Somente Publica;A
MA;18;F;Não PPI;Solteiro;387.5;528.6;513.1;342.8;520;Medio;F;8;1. Ate 1 SM;Somente Privada;A
MA;31;F;PPI;Solteiro;479.6;589.1;534.8;335.8;380;Medio;C;7;2. 1 a 3 SM;Somente Publica;A
MA;23;F;PPI;Solteiro;454.5;505.2;402.3;415.5;440;Fundamental;A;10;1. Ate 1 SM;Somente Publica;A
MA;28;M;Não PPI;NA;437.4;456.3;385.9;384.7;520;Medio;E;6;1. Ate 1 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;420.4;515.2;537.9;343.9;420;Medio;E;2;2. 1 a 3 SM;Somente Publica;A
MA;29;M;Não PPI;NA;421.9;583.3;535.7;465;520;Fundamental;C;3;2. 1 a 3 SM;Somente Publica;A
MA;27;F;PPI;Solteiro;409.2;554.3;517.4;356.7;260;Fundamental;A;5;2. 1 a 3 SM;Somente Publica;C
MA;19;M;Não PPI;Solteiro;556.8;559.4;554;562;680;Fundamental;B;6;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;467.1;583.4;523;534.7;600;Medio;D;5;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;495.7;622.8;611.4;454.5;540;Não Informado;H;4;2. 1 a 3 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;419.7;518.7;498.1;405.8;380;Medio;D;5;2. 1 a 3 SM;Somente Publica;A
MA;22;M;PPI;Solteiro;490.5;612.9;530.5;370.4;500;Medio;E;5;1. Ate 1 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;612.3;629.1;578.3;613.5;860;Fundamental;E;3;3. 3 a 5 SM;Somente Publica;B
MA;17;F;Não PPI;Solteiro;512.4;565.7;546.2;409.4;360;Fundamental;E;6;1. Ate 1 SM;Publica/Privada;A
MA;18;M;PPI;Solteiro;396.8;441.1;395.9;316;400;Medio;G;6;2. 1 a 3 SM;Somente Privada;A
MA;20;F;Não PPI;Solteiro;400.3;638.3;601.1;392.7;560;Medio;A;6;1. Ate 1 SM;Somente Publica;A
MA;34;F;Não PPI;Outro;495.9;509.3;578.8;425;520;Fundamental;C;4;1. Ate 1 SM;Publica/Privada;C
MA;21;F;PPI;Solteiro;518.9;555;569.4;350.7;680;Medio;D;5;2. 1 a 3 SM;Somente Publica;A
MA;16;F;PPI;Solteiro;425.3;521.7;443.6;449.7;520;Não Informado;G;5;2. 1 a 3 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;531.6;587.5;522.5;457;520;Fundamental;B;3;1. Ate 1 SM;Somente Publica;B
MA;20;F;PPI;Solteiro;425.6;532.9;544.6;464;560;Medio;G;4;1. Ate 1 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;523.4;621.9;563.3;561.1;540;Medio;F;3;2. 1 a 3 SM;Somente Publica;A
MA;20;F;Não PPI;NA;401.7;505.6;447.1;451.3;480;Fundamental;B;8;1. Ate 1 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;491.1;606.7;486.4;458.6;540;Medio;E;3;2. 1 a 3 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;411.1;507;407.1;328.3;600;Fundamental;D;3;1. Ate 1 SM;Somente Privada;A
MA;24;F;PPI;Solteiro;448;393.6;395;340.5;400;Medio;D;4;2. 1 a 3 SM;Somente Publica;A
MA;26;M;PPI;NA;531.3;632.3;606.5;376.6;600;Fundamental;B;3;2. 1 a 3 SM;Somente Publica;B
MA;19;M;PPI;Solteiro;513.6;589.1;558.4;362.1;480;Fundamental;B;5;1. Ate 1 SM;Somente Publica;C
MA;32;F;PPI;Solteiro;484.7;614.5;577.1;436.7;600;Medio;E;5;2. 1 a 3 SM;Somente Privada;A
MA;18;F;Não PPI;Solteiro;396.3;592.9;530.6;517.4;840;Medio;E;3;2. 1 a 3 SM;Somente Publica;A
MA;25;M;PPI;Solteiro;499.4;541.9;509.3;441.1;560;Medio;E;3;2. 1 a 3 SM;Somente Publica;A
MA;20;M;Não PPI;Solteiro;438.4;584.7;474.3;522.1;320;Fundamental;D;4;2. 1 a 3 SM;Somente Publica;A
MA;19;F;Não Informado;NA;364;445.2;460.9;314.4;320;Fundamental;D;2;1. Ate 1 SM;Somente Publica;C
MA;21;M;PPI;Solteiro;612.2;689;618.2;540.5;760;Medio;E;1;2. 1 a 3 SM;Somente Privada;A
MA;17;F;PPI;Solteiro;531.2;661.9;581;565.3;620;Fundamental;G;4;2. 1 a 3 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;527;573.2;502.2;547.8;320;Não Informado;B;4;2. 1 a 3 SM;Somente Publica;A
MA;18;M;Não PPI;Solteiro;438.6;528.8;329;380.8;540;Fundamental;A;6;1. Ate 1 SM;Somente Publica;B
MA;20;F;PPI;Solteiro;534.1;576.4;538;544.3;680;Medio;B;3;1. Ate 1 SM;Somente Publica;A
MA;23;M;PPI;Solteiro;479.3;534;492.2;458.2;560;Fundamental;G;6;2. 1 a 3 SM;Publica/Privada;A
MA;17;F;PPI;Solteiro;417.8;531.1;545.7;533.2;500;Fundamental;E;8;1. Ate 1 SM;Somente Publica;A
MA;28;F;PPI;Solteiro;455.5;565.2;501.3;409.2;580;Fundamental;E;5;2. 1 a 3 SM;Somente Publica;A
MA;35;F;Não PPI;Solteiro;433.3;568.8;455.7;424.5;460;Fundamental;H;2;2. 1 a 3 SM;Somente Privada;A
MA;19;F;Não PPI;Solteiro;457.9;555;466.5;472.8;560;Medio;D;4;2. 1 a 3 SM;Somente Publica;A
MA;35;M;PPI;Solteiro;540.2;545;449.8;425.2;560;Não Informado;D;6;3. 3 a 5 SM;Somente Publica;C
MA;20;F;PPI;Solteiro;402.5;567;456.5;430.7;720;Fundamental;B;4;1. Ate 1 SM;Somente Publica;C
MA;18;F;PPI;Solteiro;491.2;532.9;523.3;435.5;600;Fundamental;E;3;2. 1 a 3 SM;Publica/Privada;A
MA;19;F;Não PPI;Solteiro;408.1;561.1;533.9;324.8;460;Não Informado;B;4;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;454.8;565.2;447.9;529;440;Medio;E;5;1. Ate 1 SM;Somente Publica;A
MA;31;F;PPI;Solteiro;487.6;508.2;484.4;489;540;Não Informado;H;2;1. Ate 1 SM;Somente Publica;A
MA;25;F;PPI;Solteiro;435.4;502.8;524.6;393.9;440;Fundamental;E;2;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;403.2;429;452.9;520.4;540;Não Informado;H;3;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Outro;393;582.2;513.8;466.7;600;Fundamental;F;5;1. Ate 1 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;478.4;584.5;537;468.4;800;Fundamental;D;5;2. 1 a 3 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;576.2;706.3;624.5;422.7;740;Fundamental;D;3;2. 1 a 3 SM;Somente Publica;A
MA;21;M;PPI;Solteiro;410.9;489.6;454;381.7;360;Fundamental;D;6;1. Ate 1 SM;Somente Publica;A
MA;40;F;PPI;Solteiro;450.4;477;439.5;331.1;500;Fundamental;A;2;2. 1 a 3 SM;Somente Publica;C
MA;19;F;Não PPI;Solteiro;448.4;497;497.7;432.3;600;Fundamental;E;3;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;462.4;520.6;485.1;393.4;420;Fundamental;B;6;1. Ate 1 SM;Somente Publica;A
MA;26;F;PPI;Solteiro;486.6;426.6;483.1;338;600;Fundamental;A;5;1. Ate 1 SM;Somente Publica;A
MA;18;M;Não PPI;Solteiro;550.4;672.6;608.2;419;600;Fundamental;E;5;2. 1 a 3 SM;Publica/Privada;A
MA;23;M;PPI;Solteiro;534.9;658.8;556.2;452.6;580;Medio;E;5;2. 1 a 3 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;437.3;654.2;614.9;501.5;720;Superior;E;6;4. 5 a 10 SM;Somente Privada;A
MA;30;F;Não PPI;Outro;394;609;312.2;484.7;800;Fundamental;B;3;2. 1 a 3 SM;Somente Publica;C
MA;20;F;Não PPI;Solteiro;437.4;534.9;451;413.6;560;Fundamental;B;4;1. Ate 1 SM;Somente Publica;A
MA;31;M;PPI;Outro;478;617.4;523.8;550.8;540;Fundamental;C;4;2. 1 a 3 SM;Somente Privada;A
MA;33;M;PPI;NA;563;701.8;605.8;547.2;880;Medio;G;2;5. 10 ou mais;Somente Publica;A
MA;20;M;PPI;Solteiro;464.1;520.4;480.5;524.6;380;Medio;D;4;1. Ate 1 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;431.1;472.3;419.8;444.8;520;Fundamental;C;3;1. Ate 1 SM;Somente Publica;A
MA;22;F;Não PPI;Solteiro;393.6;526.2;501.3;417.1;360;Fundamental;B;4;2. 1 a 3 SM;Somente Publica;C
MA;18;F;PPI;Solteiro;390.2;501.3;479;513.5;360;Fundamental;D;4;2. 1 a 3 SM;Somente Publica;B
MA;18;F;PPI;Solteiro;460;556.1;452.1;357.7;460;Não Informado;H;5;2. 1 a 3 SM;Somente Publica;A
MA;41;F;PPI;Solteiro;455.2;591.2;520;342.4;560;Fundamental;C;4;2. 1 a 3 SM;Somente Publica;C
MA;20;M;PPI;Solteiro;410.3;548.1;389.7;403.3;560;Fundamental;G;4;2. 1 a 3 SM;Somente Privada;A
MA;17;F;PPI;Solteiro;441.8;596.3;345.5;416.6;560;Fundamental;D;4;1. Ate 1 SM;Somente Publica;B
MA;18;F;PPI;Solteiro;409.8;451.7;415.5;404.6;400;Não Informado;H;10;2. 1 a 3 SM;Somente Publica;A
MA;31;F;PPI;NA;500;618.1;569.4;501.3;680;Fundamental;D;3;4. 5 a 10 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;534.9;580.2;542;489.5;640;Fundamental;E;3;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;424.2;614.6;489.1;414.9;700;Não Informado;G;5;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;404.4;494.4;513.6;428.7;360;Não Informado;H;3;1. Ate 1 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;520.2;652.4;587;556.7;560;Medio;E;8;1. Ate 1 SM;Somente Privada;A
MA;30;F;PPI;Solteiro;420.2;609.4;529.7;499.3;420;Medio;E;5;1. Ate 1 SM;Somente Publica;B
MA;19;F;Não PPI;Solteiro;441.4;617.3;570.7;511.1;680;Fundamental;D;5;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;505.4;605.8;526;602.7;600;Medio;D;4;1. Ate 1 SM;Somente Publica;A
MA;26;F;PPI;Solteiro;390.9;515;469;410.1;360;Fundamental;A;8;1. Ate 1 SM;Somente Publica;C
MA;20;M;PPI;Solteiro;520.5;521.1;471.8;408;440;Não Informado;H;3;1. Ate 1 SM;Somente Publica;A
MA;18;M;Não PPI;Solteiro;545.9;598.2;585.3;665.6;660;Medio;F;3;2. 1 a 3 SM;Somente Publica;A
MA;22;M;PPI;Solteiro;531.3;580.8;379.8;527.1;440;Fundamental;E;3;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;391.6;572.8;444.8;391.5;500;Fundamental;D;4;2. 1 a 3 SM;Somente Publica;B
MA;19;M;PPI;Solteiro;457.8;396.4;455.4;333.8;360;Não Informado;H;4;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;393.5;373.2;468.6;487.9;520;Não Informado;H;4;2. 1 a 3 SM;Somente Publica;A
MA;18;F;Não PPI;Solteiro;606.5;679.3;638.3;654.2;740;Não Informado;G;5;5. 10 ou mais;Somente Privada;A
MA;22;M;Não PPI;Solteiro;405.1;542.2;404.2;410.2;480;Fundamental;B;3;1. Ate 1 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;431.6;532.7;445;326.6;560;Fundamental;D;5;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;440.3;560.1;549.4;457;680;Fundamental;D;3;1. Ate 1 SM;Somente Publica;A
MA;34;F;PPI;Outro;471.3;637.5;527.1;411.1;780;Fundamental;B;5;1. Ate 1 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;514.8;568.9;502.8;697.1;760;Fundamental;E;3;1. Ate 1 SM;Somente Publica;A
MA;25;F;PPI;Solteiro;488.4;525.8;474.7;425.1;560;Fundamental;C;4;1. Ate 1 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;529.5;448;522.5;379.2;600;Medio;E;5;2. 1 a 3 SM;Somente Publica;A
MA;18;M;Não Informado;Solteiro;485.6;551.5;534;379.6;540;Fundamental;C;5;2. 1 a 3 SM;Somente Publica;A
MA;47;F;PPI;Outro;439.8;540.1;435.3;461.3;520;Fundamental;B;4;2. 1 a 3 SM;Somente Publica;A
