UF;Idade;Sexo;Cor;EstadoCivil;NotaCN;NotaCH;NotaLC;NotaMT;NotaRED;InstrPai;InstrMae;NPessoas;Renda;EscolaEM;TurnoEM
MA;27;F;PPI;Solteiro;504.2;580.4;566;414.2;500;Fundamental;B;5;1. Ate 1 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;427.6;428;391.2;366.9;540;Medio;D;4;1. Ate 1 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;524.6;532.1;499.9;389;600;Fundamental;C;5;1. Ate 1 SM;Somente Publica;A
MA;16;M;PPI;Solteiro;498.2;573.6;464.7;651.4;480;Fundamental;D;5;4. 5 a 10 SM;Publica/Privada;A
MA;18;F;PPI;Solteiro;376.1;445.9;382.8;411.1;520;Não Informado;C;5;1. Ate 1 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;479.2;597;514.2;452.3;520;Medio;F;5;3. 3 a 5 SM;Somente Publica;A
MA;23;F;Não PPI;Solteiro;690.4;740.2;610.8;706.7;940;Superior;E;3;3. 3 a 5 SM;Somente Privada;A
MA;36;F;PPI;Solteiro;361.1;392.6;432;379.3;280;Fundamental;A;6;1. Ate 1 SM;Somente Publica;C
MA;18;F;Não PPI;Solteiro;454.4;427.6;410.4;315.2;300;Fundamental;D;5;2. 1 a 3 SM;Publica/Privada;A
MA;19;F;PPI;Solteiro;460;556.3;458.6;377.2;340;Medio;C;3;1. Ate 1 SM;Somente Publica;C
MA;20;F;Não PPI;Solteiro;408.3;624.3;591.6;432.4;660;Medio;E;3;1. Ate 1 SM;Somente Privada;A
MA;17;F;PPI;Solteiro;515.3;577.9;554.2;473;580;Fundamental;D;4;1. Ate 1 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;496;629;527.6;441.8;540;Fundamental;G;4;4. 5 a 10 SM;Somente Privada;A
MA;17;M;Não PPI;Solteiro;429.8;454.7;418.7;474.6;320;Superior;F;5;4. 5 a 10 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;487.3;627.1;607.3;603.8;680;Medio;F;4;2. 1 a 3 SM;Somente Publica;A
MA;28;F;PPI;Solteiro;426.7;540.3;509.6;522.8;500;Fundamental;C;4;1. Ate 1 SM;Somente Publica;A
MA;31;F;PPI;Solteiro;412.8;502.8;468.9;517.5;520;Fundamental;D;3;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;542.5;631.2;553.1;509.2;680;Medio;F;5;3. 3 a 5 SM;Somente Publica;A
MA;24;F;Não PPI;Solteiro;398.2;421.9;407;364.7;480;Não Informado;H;7;2. 1 a 3 SM;Somente Publica;B
MA;16;F;PPI;Solteiro;375.8;491.8;424.3;437.5;380;Fundamental;E;5;1. Ate 1 SM;Somente Publica;A
MA;21;M;PPI;Solteiro;545.6;623.5;624.3;724.6;800;Fundamental;E;4;3. 3 a 5 SM;Somente Privada;A
MA;18;M;PPI;Solteiro;447.2;425.7;400.3;380.3;460;Medio;E;7;2. 1 a 3 SM;Somente Privada;A
MA;23;M;PPI;Solteiro;531.9;635.2;360.8;449.4;800;Medio;F;2;2. 1 a 3 SM;Somente Privada;A
MA;20;F;PPI;Solteiro;423.9;588.6;520.1;572;540;Medio;E;4;1. Ate 1 SM;Somente Publica;A
MA;18;F;Não PPI;Solteiro;416.9;549;444.8;410.5;580;Não Informado;H;6;2. 1 a 3 SM;Somente Publica;B
MA;17;M;PPI;Solteiro;522.1;605.6;582.8;531.7;460;Fundamental;E;2;1. Ate 1 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;458.3;444.7;530.1;546.3;540;Fundamental;C;3;2. 1 a 3 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;385.9;435.8;432.4;431.1;560;Fundamental;C;4;1. Ate 1 SM;Somente Publica;C
MA;18;M;PPI;Solteiro;542.8;540.3;534.1;448.3;540;Medio;E;5;2. 1 a 3 SM;Somente Publica;A
MA;17;F;Não PPI;Solteiro;367.2;536.8;462.4;597.2;380;Fundamental;E;5;1. Ate 1 SM;Somente Publica;A
MA;26;M;PPI;Solteiro;540.6;562.1;521.4;452.1;580;Fundamental;C;3;2. 1 a 3 SM;Somente Publica;A
MA;25;F;PPI;Solteiro;494;611.4;546.2;492.2;560;Medio;E;6;2. 1 a 3 SM;Somente Privada;A
MA;21;M;PPI;Solteiro;499;397.5;359.8;343.8;360;Fundamental;C;4;1. Ate 1 SM;Somente Publica;A
MA;22;F;Não PPI;Solteiro;551;636.5;644.7;481.4;740;Medio;E;5;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;NA;575.6;591;532.5;488.7;680;Medio;C;4;2. 1 a 3 SM;Somente Privada;A
MA;41;M;PPI;Outro;413;478.2;478.4;325;460;Não Informado;A;5;2. 1 a 3 SM;Somente Publica;C
MA;41;F;PPI;Outro;482.9;645.1;551.8;418;520;Fundamental;B;2;1. Ate 1 SM;Somente Publica;C
MA;19;F;PPI;Solteiro;384.6;416.4;432.4;446.4;360;Medio;F;4;1. Ate 1 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;434.4;534.9;471.2;367.5;440;Fundamental;C;4;1. Ate 1 SM;Somente Publica;A
MA;22;M;PPI;Solteiro;434.4;576.6;549;360.6;680;Fundamental;D;5;2. 1 a 3 SM;Somente Publica;B
MA;17;M;PPI;Solteiro;432.4;505.5;390.8;510.4;320;Fundamental;E;6;2. 1 a 3 SM;Somente Publica;A
MA;23;M;PPI;Outro;475;527.4;442.1;346.2;460;Fundamental;D;4;1. Ate 1 SM;Somente Publica;A
MA;23;M;PPI;Solteiro;504.7;670.6;625.8;630.9;680;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;606.8;651.2;500.4;453.5;400;Fundamental;D;4;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;492.4;547.3;455.1;334.2;420;Fundamental;E;4;2. 1 a 3 SM;Somente Publica;A
MA;26;F;PPI;Solteiro;483.3;488.3;501;501.7;680;Medio;F;4;5. 10 ou mais;Somente Privada;A
MA;20;M;PPI;Solteiro;529.9;609.8;575.7;521.8;600;Medio;E;4;1. Ate 1 SM;Somente Publica;C
MA;23;F;PPI;Solteiro;523.9;370;435.7;388.5;540;Medio;E;7;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;469.8;562.7;490.4;459.9;480;Medio;E;5;1. Ate 1 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;418.4;576.7;515.2;475.3;600;Fundamental;E;5;2. 1 a 3 SM;Somente Publica;A
MA;55;M;PPI;Outro;427.8;464.5;344;458.6;660;Não Informado;B;2;2. 1 a 3 SM;Somente Publica;A
MA;35;F;PPI;Outro;466.5;491.8;378.2;358.8;360;Fundamental;B;2;2. 1 a 3 SM;Somente Publica;C
MA;24;F;PPI;Outro;403.8;497.1;388.7;329.3;460;Não Informado;B;3;1. Ate 1 SM;Somente Publica;A
MA;20;M;Não PPI;Solteiro;382.1;468.3;470.7;347.5;300;Fundamental;D;6;2. 1 a 3 SM;Publica/Privada;B
MA;25;F;PPI;Solteiro;385;408.6;424.2;331.5;320;Fundamental;B;9;1. Ate 1 SM;Somente Publica;C
MA;22;F;PPI;Solteiro;439.6;482.8;518;354;520;Fundamental;B;2;2. 1 a 3 SM;Somente Publica;A
MA;32;M;PPI;Solteiro;468.8;509.7;361.7;535.5;360;Fundamental;A;3;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;516.3;662;608;456.1;520;Fundamental;E;1;2. 1 a 3 SM;Publica/Privada;A
MA;18;F;PPI;Solteiro;436.9;596.1;507.1;499.5;620;Medio;E;6;1. Ate 1 SM;Somente Publica;A
MA;34;M;PPI;Outro;461.5;572.1;442.5;665.6;620;Fundamental;B;5;3. 3 a 5 SM;Somente Publica;C
MA;20;F;PPI;Solteiro;447.8;562.4;455;411;660;Fundamental;A;4;1. Ate 1 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;501.8;603.5;540.1;448;760;Fundamental;D;5;1. Ate 1 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;585.1;624.6;561;495.1;720;Medio;E;6;1. Ate 1 SM;Somente Privada;A
MA;21;M;Não PPI;Solteiro;386.4;582.3;584.3;443.9;500;Medio;F;3;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;466.2;554.7;466.2;351.3;540;Não Informado;C;3;1. Ate 1 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;593.6;686.7;654.5;670.4;820;Não Informado;E;5;2. 1 a 3 SM;Somente Privada;A
MA;18;M;PPI;Solteiro;476.3;560.1;569.6;366;560;Fundamental;C;5;1. Ate 1 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;379;541.2;492.6;476.6;460;Fundamental;D;5;1. Ate 1 SM;Publica/Privada;A
MA;28;F;PPI;Solteiro;390.8;571.3;448.7;331.5;440;Medio;D;2;1. Ate 1 SM;Somente Publica;A
MA;19;F;Não PPI;Solteiro;510.7;574.3;570.6;457.2;560;Fundamental;C;5;3. 3 a 5 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;507.1;684.9;663;701.1;840;Fundamental;D;4;2. 1 a 3 SM;Somente Publica;A
MA;20;F;Não PPI;Solteiro;342.9;420.3;338.7;335.2;360;Fundamental;B;13;1. Ate 1 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;405.6;537;494.5;369.3;560;Medio;B;5;1. Ate 1 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;406.4;431.3;452.5;371.1;340;Fundamental;A;5;1. Ate 1 SM;Somente Publica;A
MA;28;F;PPI;Outro;406.1;558.7;499.5;354.5;560;Fundamental;B;7;2. 1 a 3 SM;Somente Publica;C
MA;18;F;Não PPI;Solteiro;549.8;580.9;536.8;534.8;600;Medio;E;3;2. 1 a 3 SM;Somente Privada;A
MA;25;M;PPI;Outro;436.4;586.2;454;384.5;600;Fundamental;B;4;1. Ate 1 SM;Somente Publica;C
MA;22;F;PPI;Outro;487;447;476.7;384.4;440;Fundamental;A;5;1. Ate 1 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;451.9;544.9;488.1;516.3;560;Fundamental;E;4;1. Ate 1 SM;Somente Publica;A
MA;44;M;PPI;Solteiro;439.2;595.5;485.1;522.1;480;Fundamental;B;6;1. Ate 1 SM;Somente Publica;A
MA;20;F;Não PPI;Solteiro;414.1;480.7;480.8;386.3;440;Não Informado;H;7;2. 1 a 3 SM;Somente Publica;B
MA;22;F;PPI;Solteiro;424.2;531.1;496.2;330.5;480;Fundamental;B;4;2. 1 a 3 SM;Somente Publica;A
MA;36;F;PPI;Outro;498.9;525.1;500.5;324.3;500;Medio;F;6;2. 1 a 3 SM;Somente Publica;C
MA;18;M;PPI;Solteiro;412.7;511.6;456.4;504.7;640;Não Informado;H;4;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;NA;484.9;435.4;420.6;394.1;360;Não Informado;B;6;1. Ate 1 SM;Somente Publica;C
MA;20;F;PPI;Solteiro;458.9;568.4;527.6;397.2;700;Fundamental;D;7;1. Ate 1 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;469.9;553.4;460.5;423.2;580;Fundamental;D;10;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;491;580.8;520.4;451.2;560;Superior;G;4;2. 1 a 3 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;396.2;448.6;421;331.6;460;Fundamental;D;4;1. Ate 1 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;432.9;413.4;433.3;485.7;480;Medio;D;6;1. Ate 1 SM;Somente Privada;A
MA;21;F;Não PPI;Solteiro;366.2;515.5;518.8;382;480;Não Informado;E;5;1. Ate 1 SM;Somente Publica;B
MA;24;F;PPI;Solteiro;417.7;564.5;475.6;420.2;480;Fundamental;A;6;2. 1 a 3 SM;Somente Publica;C
MA;25;F;PPI;Solteiro;552.3;565.5;530.7;501.5;620;Fundamental;B;4;1. Ate 1 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;418.7;532.9;460.9;408.1;340;Não Informado;C;4;2. 1 a 3 SM;Somente Publica;A
MA;45;M;Não PPI;Outro;566.9;630.8;579.3;565.7;580;Medio;D;3;4. 5 a 10 SM;Somente Publica;A
MA;32;F;PPI;Solteiro;543.2;594.4;583;406.7;540;Fundamental;G;3;4. 5 a 10 SM;Publica/Privada;A
MA;20;F;PPI;Solteiro;567.4;613.8;527.9;595.5;760;Fundamental;E;5;1. Ate 1 SM;Publica/Privada;A
MA;19;M;PPI;Solteiro;524.6;644.2;561;636.2;620;Medio;E;4;1. Ate 1 SM;Publica/Privada;A
MA;17;M;PPI;Solteiro;455.9;351.7;380;345.9;0;Fundamental;A;4;1. Ate 1 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;496.6;542.8;414;324.6;560;Fundamental;D;6;2. 1 a 3 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;470.3;549.7;507.4;395.7;480;Medio;E;6;3. 3 a 5 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;444.5;473.3;487.6;548.4;600;Fundamental;E;6;1. Ate 1 SM;Somente Privada;A
MA;45;M;Não PPI;Outro;592.1;614.6;534.2;398.7;660;Fundamental;B;2;1. Ate 1 SM;Somente Privada;A
MA;25;F;PPI;Solteiro;422.1;608.2;441.3;376;420;Fundamental;E;3;1. Ate 1 SM;Somente Publica;B
MA;22;M;PPI;Solteiro;487.4;622;582.3;426.7;640;Fundamental;C;5;2. 1 a 3 SM;Somente Publica;A
MA;22;M;PPI;Solteiro;478.5;539.9;553.9;412;620;Medio;E;6;2. 1 a 3 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;414.3;440.2;429.1;412.2;420;Não Informado;H;4;1. Ate 1 SM;Somente Publica;A
MA;19;M;PPI;Solteiro;425.3;506.3;409.3;421.2;380;Medio;E;5;2. 1 a 3 SM;Publica/Privada;B
MA;25;F;Não PPI;Solteiro;406.3;550.5;519.5;368.3;500;Fundamental;D;4;2. 1 a 3 SM;Publica/Privada;A
MA;23;F;PPI;Solteiro;426.6;529.3;454.9;339;620;Fundamental;G;5;2. 1 a 3 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;451.7;604.7;529.9;613.8;560;Medio;E;5;2. 1 a 3 SM;Somente Privada;A
MA;19;F;PPI;Solteiro;476.1;537.7;458.5;361.5;440;Fundamental;C;6;1. Ate 1 SM;Somente Publica;A
MA;21;F;PPI;Outro;411;590;583.4;330.2;620;Fundamental;A;6;1. Ate 1 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;403;456.2;319.1;382.7;380;Não Informado;H;6;1. Ate 1 SM;Somente Publica;A
MA;23;F;PPI;Outro;472.6;619.4;542.2;332.1;680;Fundamental;C;3;1. Ate 1 SM;Publica/Privada;A
MA;17;M;PPI;Solteiro;421.3;526.2;455;451.5;600;Fundamental;G;5;4. 5 a 10 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;487.9;610.2;525.2;511.7;460;Não Informado;H;2;2. 1 a 3 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;434.1;630.4;619.5;401.3;600;Medio;E;4;2. 1 a 3 SM;Publica/Privada;B
MA;20;F;PPI;Solteiro;430.9;499.6;443.8;420.9;480;Fundamental;B;5;1. Ate 1 SM;Somente Publica;A
MA;24;F;PPI;Solteiro;416.3;595.6;467.1;336.5;580;Fundamental;C;5;2. 1 a 3 SM;Somente Publica;C
MA;20;F;Não PPI;NA;380;438.6;458;332.2;480;Fundamental;B;5;1. Ate 1 SM;Somente Publica;C
MA;17;M;Não PPI;Solteiro;468;439;382.9;324.3;560;Fundamental;B;6;1. Ate 1 SM;Somente Publica;A
MA;24;F;PPI;Solteiro;508;555;546.7;444.3;580;Fundamental;E;4;2. 1 a 3 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;503;582.5;502.3;452.7;600;Fundamental;D;6;1. Ate 1 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;439.4;571.5;450.6;386.4;480;Fundamental;D;4;2. 1 a 3 SM;Somente Publica;A
MA;25;M;PPI;Solteiro;440.1;426.5;460.8;403.3;420;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;434.5;600.1;490.7;396.8;500;Fundamental;G;4;2. 1 a 3 SM;Publica/Privada;A
MA;18;F;PPI;Solteiro;390.1;549.6;470.6;446.2;380;Superior;G;4;1. Ate 1 SM;Somente Publica;A
MA;28;M;PPI;Solteiro;382.8;365.1;433.4;431.7;560;Fundamental;E;4;1. Ate 1 SM;Somente Publica;B
MA;51;F;PPI;Outro;472.6;573.6;525.1;383.9;700;Medio;D;4;5. 10 ou mais;Publica/Privada;A
MA;19;F;PPI;Solteiro;507.1;619.4;477.3;528.2;760;Medio;E;2;2. 1 a 3 SM;Publica/Privada;A
MA;20;F;PPI;Solteiro;453.7;475.5;457.9;331.3;700;Fundamental;B;3;1. Ate 1 SM;Somente Publica;B
MA;19;M;PPI;Solteiro;399.3;490.9;470.9;546.6;560;Não Informado;H;7;1. Ate 1 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;392.8;607.1;538.5;473.5;620;Fundamental;E;3;2. 1 a 3 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;539.5;481.5;484.7;464.1;500;Superior;C;3;1. Ate 1 SM;Somente Publica;C
MA;18;M;PPI;Solteiro;455.2;561.9;526.1;481.3;640;Medio;E;5;1. Ate 1 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;542.9;599.8;563.8;537.8;560;Fundamental;D;3;1. Ate 1 SM;Somente Privada;A
MA;17;F;PPI;Solteiro;512.6;600.8;562.5;628;680;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;398.2;409.6;378;340.5;360;Fundamental;C;2;1. Ate 1 SM;Somente Publica;A
MA;29;F;PPI;Solteiro;515.8;665.3;651.6;386.1;720;Fundamental;A;5;3. 3 a 5 SM;Somente Publica;B
MA;28;F;PPI;Outro;522.3;596.3;551.8;541.6;600;Fundamental;C;5;2. 1 a 3 SM;Somente Publica;C
MA;33;F;PPI;Solteiro;406.9;531.7;342.2;421;440;Fundamental;D;5;1. Ate 1 SM;Somente Publica;A
MA;24;F;PPI;Solteiro;476.6;568.9;538;387.8;620;Fundamental;A;5;1. Ate 1 SM;Somente Publica;B
MA;18;F;PPI;Solteiro;500.9;564.1;489.3;430.9;620;Não Informado;H;6;3. 3 a 5 SM;Publica/Privada;A
MA;23;F;PPI;Solteiro;441.5;525;503.2;323.5;420;Medio;G;11;3. 3 a 5 SM;Somente Publica;A
MA;28;M;PPI;Solteiro;454.4;529.1;464.5;355.2;500;Medio;C;4;4. 5 a 10 SM;Somente Publica;A
MA;39;M;PPI;Outro;568.7;661.5;590.5;466.9;500;Fundamental;D;3;2. 1 a 3 SM;Publica/Privada;A
MA;20;M;PPI;Solteiro;512.9;424.7;417.6;420.9;440;Fundamental;D;7;1. Ate 1 SM;Somente Publica;B
MA;18;M;PPI;Solteiro;556.1;601.6;535.8;681.8;620;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;592.2;691.1;615;584.5;800;Medio;E;3;2. 1 a 3 SM;Somente Publica;A
MA;38;F;PPI;Outro;447.2;594.1;522.5;352.5;580;Fundamental;B;4;2. 1 a 3 SM;Somente Publica;A
MA;20;M;Não PPI;Solteiro;416.9;573.7;364;376.1;520;Fundamental;E;5;1. Ate 1 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;420.7;637.6;534;418.9;480;Medio;E;5;1. Ate 1 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;431.4;457.8;406.8;426.1;540;Fundamental;B;6;1. Ate 1 SM;Somente Publica;C
MA;16;M;Não PPI;Solteiro;433.7;520.3;446;383.1;320;Superior;G;5;4. 5 a 10 SM;Somente Publica;B
MA;37;F;PPI;Outro;477.5;415.4;364.8;385.3;620;Fundamental;B;6;1. Ate 1 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;391.5;442.2;419.2;387;380;Fundamental;B;3;2. 1 a 3 SM;Somente Publica;C
MA;16;M;PPI;Solteiro;404.2;488;502.9;386.8;540;Fundamental;D;5;1. Ate 1 SM;Somente Publica;A
MA;22;F;PPI;Solteiro;484.5;547.7;515.3;472.9;440;Fundamental;E;4;1. Ate 1 SM;Somente Publica;A
MA;29;F;PPI;Solteiro;468.5;577.8;577.5;452.6;700;Fundamental;D;6;2. 1 a 3 SM;Publica/Privada;C
MA;17;F;PPI;Solteiro;572;597.3;624.2;462.4;620;Fundamental;E;8;2. 1 a 3 SM;Somente Privada;A
MA;28;M;PPI;NA;567.2;645.7;558.8;657.3;440;Fundamental;B;3;1. Ate 1 SM;Somente Publica;A
MA;22;M;PPI;Solteiro;397.6;589.5;555.1;403.5;0;Fundamental;E;4;2. 1 a 3 SM;Somente Publica;A
MA;19;M;Não PPI;Solteiro;507.4;615.8;561.8;476.5;500;Fundamental;B;2;2. 1 a 3 SM;Somente Publica;A
MA;26;F;PPI;Outro;473.7;544;460.7;389.5;280;Fundamental;B;3;1. Ate 1 SM;Somente Publica;A
MA;27;F;PPI;Solteiro;490;520.1;470.3;405.7;520;Fundamental;C;5;2. 1 a 3 SM;Somente Publica;A
MA;20;M;PPI;Solteiro;346.4;485.3;500.8;388.5;640;Fundamental;F;5;2. 1 a 3 SM;Publica/Privada;A
MA;39;F;PPI;Solteiro;475.6;556.4;492.6;404.9;400;Fundamental;C;5;1. Ate 1 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;518.2;588.3;423.3;447.3;520;Fundamental;E;6;2. 1 a 3 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;425.5;542.4;478.3;354.1;480;Não Informado;A;3;1. Ate 1 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;464.2;573.3;480.6;428.6;680;Fundamental;C;3;1. Ate 1 SM;Somente Publica;B
MA;22;F;PPI;Solteiro;401.5;360.9;463.7;323.5;540;Fundamental;C;4;2. 1 a 3 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;462.1;566.1;559.1;429.2;540;Fundamental;B;3;1. Ate 1 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;369.6;532.2;393.2;451.9;580;Fundamental;C;4;1. Ate 1 SM;Somente Privada;A
MA;20;M;PPI;Solteiro;382.1;492.1;410.8;399.4;320;Medio;E;4;1. Ate 1 SM;Somente Publica;B
MA;36;M;PPI;Outro;421.4;530.2;507.3;326.9;680;Fundamental;D;5;1. Ate 1 SM;Somente Publica;C
MA;21;M;PPI;Solteiro;482.5;571.9;554.8;460.9;540;Medio;E;4;2. 1 a 3 SM;Somente Publica;A
MA;18;M;PPI;Solteiro;416.1;581.2;540.8;412.3;600;Fundamental;E;7;2. 1 a 3 SM;Somente Publica;A
MA;18;F;PPI;Solteiro;412.7;522.2;479;478.9;520;Medio;D;5;1. Ate 1 SM;Somente Publica;A
MA;21;F;PPI;Solteiro;533.6;515.7;599;464.3;580;Medio;E;5;1. Ate 1 SM;Somente Publica;A
MA;20;F;Não PPI;Solteiro;493.7;484.3;419.3;372.9;400;Medio;E;8;2. 1 a 3 SM;Somente Publica;B
MA;22;F;PPI;Solteiro;396.1;421.2;333;387.6;480;Fundamental;E;7;1. Ate 1 SM;Somente Publica;A
MA;20;F;PPI;Solteiro;665.9;689.2;597.2;544.5;920;Medio;G;7;2. 1 a 3 SM;Somente Privada;A
MA;17;F;PPI;Solteiro;413.8;382.4;407.9;377.1;320;Fundamental;B;8;1. Ate 1 SM;Somente Publica;A
MA;37;F;PPI;Solteiro;428.7;516.6;550.7;375.2;560;Fundamental;D;10;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;501.7;631.3;606.3;466.7;480;Fundamental;C;3;2. 1 a 3 SM;Somente Publica;A
MA;19;F;PPI;Solteiro;452.3;500.7;496.7;344;540;Medio;D;5;2. 1 a 3 SM;Somente Publica;A
MA;19;F;Não PPI;Solteiro;393.5;582.8;511.5;408.4;560;Fundamental;C;4;1. Ate 1 SM;Somente Publica;A
MA;21;M;PPI;Solteiro;437.6;584.2;458.5;392.8;520;Fundamental;E;2;2. 1 a 3 SM;Publica/Privada;B
MA;18;M;PPI;Solteiro;386.2;527.5;435.2;367.8;560;Fundamental;C;8;1. Ate 1 SM;Somente Publica;A
MA;21;M;Não Informado;Solteiro;660.3;720.6;679.1;671;680;Medio;G;5;4. 5 a 10 SM;Somente Privada;A
MA;46;M;PPI;Outro;421.2;538.3;415.1;385;360;Fundamental;A;4;2. 1 a 3 SM;Somente Publica;A
MA;40;F;Não PPI;Outro;365.1;461.5;424.1;378.1;0;Fundamental;F;3;1. Ate 1 SM;Somente Publica;C
MA;27;F;PPI;Solteiro;389;586.2;538;472.8;540;Fundamental;E;5;3. 3 a 5 SM;Somente Publica;A
MA;25;F;PPI;NA;612.4;637.5;662.7;512.8;940;Fundamental;F;4;2. 1 a 3 SM;Somente Publica;A
MA;31;M;Não PPI;Solteiro;492.6;602.8;530.2;563.2;600;Medio;E;3;3. 3 a 5 SM;Publica/Privada;A
MA;17;F;PPI;Solteiro;478.6;524.1;444.5;428.3;700;Medio;F;6;1. Ate 1 SM;Somente Publica;A
MA;28;F;PPI;Solteiro;381.7;449.2;502.2;431.1;440;Fundamental;C;5;2. 1 a 3 SM;Somente Publica;A
MA;17;M;PPI;Solteiro;498.4;580.4;584.4;517.2;720;Fundamental;E;4;2. 1 a 3 SM;Somente Publica;A
MA;33;F;PPI;Solteiro;453.3;511.5;502.7;428.1;560;Fundamental;B;5;2. 1 a 3 SM;Somente Publica;A
MA;17;F;PPI;Solteiro;406.2;424.6;482.1;383.8;660;Fundamental;C;8;1. Ate 1 SM;Somente Publica;A
MA;27;F;PPI;Solteiro;452.2;546.9;414.1;339.7;600;Fundamental;C;3;1. Ate 1 SM;Somente Publica;A
